job_id,title,company,location,db_level,title_level,final_level,confidence,needs_review,reason
6277,Asisten Pengajar,Kumon Poris,Tangerang,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6278,Supervisor Proyek,PT ICON TERPADU INDONESIA,Surabaya,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6281,Koordinator Event / Event Coordinator,Jakarta Surprise Planner,Jakarta Selatan,Supervisor / Coordinator,c-level,Supervisor / Coordinator,0.65,False,"Low confidence from title (65%), using database"
6285,Staff Sales Counter,PT. Gutrado Utama,Banjarmasin,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6287,HRD Supervisor,PT. FOKUS VISION TEKNOLOGI,Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
6289,Staff Admin,PT Infinite Movement Indonesia,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6290,Staff Purchasing,PRATAMA HOLDING COMPANY (PHC),Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6292,Social Media Manager,Ideoworks.id,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6295,Creative Group Head,Ideoworks.id,Jakarta Selatan,CEO / GM / Director / Senior Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6298,Staff Keuangan,SMK PRAKARYA INTERNASIONAL,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6301,Manager Produksi / Kepala Produksi,PT. TIPOTA FURNISHINGS,Jepara,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
6305,Staf Surveyor,KJPP Agus Firdaus & Rekan,Karawang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6308,Staff Accounting,PT MEGAH RIA DIANTAMA,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6316,Branch Manager,PT. JAYAMANDIRI GEMASEJATI (JG MOTOR GROUP),Bandung Kota,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6317,Sales Supervisor,PT. JAYAMANDIRI GEMASEJATI (JG MOTOR GROUP),Bandung Kota,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
6320,Sales Coordinator,PT. JAYAMANDIRI GEMASEJATI (JG MOTOR GROUP),Bandung Kota,Supervisor / Coordinator,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
6325,Staff Mechanical Engineering,PT. Suly Bersama Jaya Steel,Bekasi,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6326,Administration Head,PT.PRIMA WAHANA AUTO MOBIL,Surabaya,Supervisor / Coordinator,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6329,Senior Finance Accounting Tax,PT Prioritas Confex Indonesia,Jakarta Barat,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
6332,Cook Helper,PT Delima Maju Sejahtera Abadi,Surakarta / Solo,Staff / Officer,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
6335,Staff Akunting Finance,Granary,Tangerang Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6338,Staff Administrasi Produksi,PT Citra Galvalindo Suksesmandiri,Karawang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6339,Staff Quality Assurance,PT Citra Galvalindo Suksesmandiri,Karawang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6341,Staff PPIC (Fabrikasi dan Alat Berat),PT. Suly Bersama Jaya Steel,Cikarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6342,Staff Admin Project / Pabrikasi Mechanical Engineering,PT FICO INDO REKAYASA,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6343,Supervisor Warehouse,PT FICO INDO REKAYASA,Bekasi,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6345,Staff Office Boy,PT. FOKUS VISION TEKNOLOGI,Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6346,Staff Admin Accounting,PT Citra Galvalindo Suksesmandiri,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6347,Staff Purchasing,PT. ERA BANGUNAN,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6351,Asisten Fashion Designer,IGB Media,Surabaya,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6354,Staff Keuangan,Smart Design,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6355,Staff Admin,Smart Design,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6356,Staf PPIC,PT PRIMA JAYA INDAH LESTARI,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6358,Sales Counter Senior,PT.PRIMA WAHANA AUTO MOBIL,Jakarta Selatan,Supervisor / Coordinator,senior,senior,0.8,True,"High confidence from title (80%), overriding database"
6365,Staff Accounting Finance,PT MEGAH RIA DIANTAMA,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6372,HRD Staff,PT. Madusari Nusaperdana,Bekasi,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6376,Helper Cook,Hochiak Kopitiam Bandung,Bandung Kota,Junior / Entry Level,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
6377,Staff Finishing,Natural Digital Printing,Surakarta / Solo,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6383,Staff Administrasi,PT Jayaraya Acrylic Plastica,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6390,Staff Pajak,PT. HEKSA JAYA SUKSES ABADI,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6395,Staff Pemasaran,PT Persona Prima Utama,Depok,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6396,Kepala Bagian Umum,SMK PRAKARYA INTERNASIONAL,Bandung Kota,Manager / Assistant Manager,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
6398,Staff Admin,PT.PRIMA WAHANA AUTO MOBIL,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6399,Staff Design Grafis,CV. INDONUSA LABEL,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6403,Warehouse Supervisor,PT. Makmur Jaya Ekspres,Jakarta Barat,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
6404,Staff Accounting,PT. BARUNA SURINDO PERKASA,Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6409,Staff Operasional Cafe,PT Anugerah Kreasi Pangan,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6410,Junior Video Editor,IGB Media,Surabaya,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
6411,Staff Metalurgi,PT. RIAU BAJA INDO,Pekanbaru,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6415,Asisten Pengajar Matematika,Kumon Wangsaniaga Kota Baru Parahyangan,Bandung Barat,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6416,Asisten Bahasa Inggris,Kumon Wangsaniaga Kota Baru Parahyangan,Bandung Barat,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6418,Supervisor Warehouse,PT. Tirta Bahtera Sejahtera,Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6422,Asisten Produksi,PT. Tirta Bahtera Sejahtera,Tangerang,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6435,Staf Admin Pengadaan Barang,CV. Media Sarana CB,Tangerang Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6441,Staff Administrasi Office,PT KARYASEMBADA CIPTAMANDIRI,Tangerang Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6443,Staff Admin Akuntansi,PT. Tampil Cantik Sempurna,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6447,Direktur Operasional,PT. Amanah Seruan Alam,Jakarta Selatan,CEO / GM / Director / Senior Manager,director,director,0.95,True,"High confidence from title (95%), overriding database"
6462,Factory Manager,PT Agribisnis Technology Indonesia,Payakumbuh,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6465,Staff Accounting,PT Hongyu International Trading,Jakarta Pusat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6471,Team Leader Salesman,PT Ardendi Jaya Sentosa,Bekasi,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
6472,Team Leader Salesman,PT Ardendi Jaya Sentosa,Jakarta Utara,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
6478,Project Manager Sipil,RS Ananda Group,Bekasi,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6482,Staff Investasi,Dana Pensiun Karyawan TASPEN (DP TASPEN),Jakarta Timur,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6485,Staf Admin,PT. SATOIL,Tangerang Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6488,Costing Staff,PT. Madusari Nusaperdana,Bekasi,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6493,Staff Produksi,PT MEGAH RIA DIANTAMA,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6494,Personal Assistant / Secretary,PT PANCARONA MITRA ABADI,Bandung Kota,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
6495,Staff Accounting Finance,CV Hokky Jaya Makmur,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6497,Wardrobe Assistant,CV Zarwins Gallery Decoration,Jakarta Timur,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
6500,Staff Admin Tender,PT. Fahreza Duta Perkasa,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6501,Pengawas Kebun,PT INDONESIA REGENERATIF AGRIKULTUR,Sukabumi,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6502,Staff Akunting,PT Berkat Agrimas Raya,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6504,Staf Analis Laboratorium Lingkungan,PT. ADVANCED ANALYTICS ASIA LABORATORIES,Jakarta Pusat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6505,Supervisor Restoran,O3 Cafe dan Resto,Bekasi,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6509,Staff Admin,PT STARCOM TECHNOLOGY INDONESIA,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6513,Kepala Admin Online Shop,Toko Mutiara Indah,Jakarta Barat,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
6517,Staff Admin,CV. IRDH Penerbitan,Malang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6518,Staff Counter,Bingxue Meikarta,Cikarang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6519,Branch Head,KOPERASI NUSA RAYA CIPTA,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6523,Staff HR,Unison Training,Bantul,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6524,Cook,Resto Warung Bunana Cab Sunset,Badung,Junior / Entry Level,c-level,c-level,0.95,True,"High confidence from title (95%), overriding database"
6525,Staff Akuntansi Perpajakan,PT SOLUNARA HARMONI NUSANTARA,Cirebon,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6527,"Staff Perizinan (KITAS, VISA Dan Pasport)",PT SOLUNARA HARMONI NUSANTARA,Cirebon,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6530,Supervisor Sales Marketing,Jakarta Surprise Planner,Jakarta Selatan,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6533,Staff Admin Stock,PT. FOKUS VISION TEKNOLOGI,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6534,Staff Accounting,PT. FOKUS VISION TEKNOLOGI,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6535,Assistant Direktur,PT Hongyu International Trading,Jakarta Pusat,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6536,Team Leader Salesman,PT Ardendi Jaya Sentosa,Jakarta Barat,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
6537,Staff Admin Sales,PT. FOKUS VISION TEKNOLOGI,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6538,Staff Graphic Designer,PT. FOKUS VISION TEKNOLOGI,Kabupaten Tangerang,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6539,Staff IT Network,PT. FOKUS VISION TEKNOLOGI,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6540,Staff Teknisi Las,PT. FOKUS VISION TEKNOLOGI,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6548,Staff Arsitek,HENDRA BUDI GRUP,Kota Yogyakarta,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6552,Asisten Manager,PT Hongyu International Trading,Jakarta Pusat,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6553,Staff Teknisi CCTV,PT. FOKUS VISION TEKNOLOGI,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6559,Leader Outlet,PT.Collaboration Rahayu Bestari,Bogor,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
6569,Head of Accounting,Company Confidential,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
6575,Site Manager Mekanikal Elektrikal (ME),PT.Grahacipta Hadiprana,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6576,Administration Staff,PT. Indoquality Abadi,Surabaya,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6579,Pengawas Lapangan,PT Labafurni Interior,Jakarta Pusat,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6583,Leader Produksi Fabrikasi,PT. Suly Bersama Jaya Steel,Karawang,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
6585,Project Assistant,PT GT PRO RAYA INDONESIA,Depok,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
6589,Asisten Supervisor Sales,PT TRI DUTA PERKASA,Bandung Kabupaten,Supervisor / Coordinator,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6593,Staff IT,PT. MELCOINDA,Bogor,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6594,Luxury Sales Assistant,PT Hartanto World Project,Jakarta Selatan,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
6599,Supervisor Tenun,PT Havilah Tekstil Nusantara,Remote,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6604,Pemagangan Operator Produksi,PT. EKNO YUAG INDONESIA,Bekasi,Staff / Officer,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
6606,Mandarin Academic Coordinator,PT Gemilang Maju Berjaya,Surabaya,Junior / Entry Level,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
6611,Account Manager,PT GIFERA ODO TECHNOLOGY,Jakarta Barat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6612,Staff Asisten Edukasi IT,CV. IT SMART SOLUSI EDUKASI,Sidoarjo,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6615,Operator Produksi Pemagangan,PT. EKNO YUAG INDONESIA,Bekasi,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
6616,Staff Administrasi Teknisi,PT. Global Solusi Sejahtera,Bogor,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6620,Operational Manager,KSK Stainless Group,Jakarta Pusat,CEO / GM / Director / Senior Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6623,General Manager,KSK Stainless Group,Jakarta Pusat,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6624,"FAT (Finance, Accounting, and Tax) Supervisor",KSK Stainless Group,Jakarta Pusat,Supervisor / Coordinator,supervisor,Supervisor / Coordinator,0.65,False,"Low confidence from title (65%), using database"
6627,Staff Administrasi Pembelian (Purchasing),PT MEGAH RIA DIANTAMA,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6629,Leader Warehouse,PT PRIMA JAYA INDAH LESTARI,Bekasi,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
6630,Staff Administrasi,PT.PRIMA WAHANA AUTO MOBIL,Tangerang Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6636,Branch Manager,PT.PRIMA WAHANA AUTO MOBIL,Bogor,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6638,Staff Administrasi,Crescentia Music Course,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6640,Quality Assurance Staff (QMS Audit Specialist),PT Dayup Indo,Jakarta Utara,Supervisor / Coordinator,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6641,Staff Admin,PT. Semesta Pangan Lestari,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6647,Staf Admin,CV. SICMA INTI UTAMA,Jakarta Timur,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6650,Accounting Staff,PT. Madusari Nusaperdana,Bekasi,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6651,Personal Assistant,PT Studio Artalenta Indonesia,Badung,Supervisor / Coordinator,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
6654,Staff Sales,PT. EKNO YUAG INDONESIA,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6656,Marketing Associate,Century 21 Indonesia,Jakarta Barat,Junior / Entry Level,associate,associate,0.8,True,"High confidence from title (80%), overriding database"
6661,Accounting Staff,PT Simed Prakarsa Indonesia,Jakarta Pusat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6662,Supervisor Sales Marketing,PT. KENSIGN JAYA MANDIRI,Jakarta Barat,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6663,Staff Gudang,Lafa Trade Indonesia,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6665,Sales Marketing Staff,PT Dickson Synergy,Jakarta Timur,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6668,Pengawas Lapangan,PT. Cisitu Indah Lestari,Bandung Kota,Staff / Officer,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6671,Kepala Produksi Garment,CV. Ashta Asiti,Bandung Kota,Supervisor / Coordinator,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
6672,Merchandiser Manager Garment (Sales Manager),CV. Ashta Asiti,Bandung Kota,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6674,Staf Appraisal (Penilai - Properti),KJPP Agus Firdaus & Rekan,Jakarta Timur,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6676,Staff Sales Marketing,MAKANA GROUP,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6680,Staff Jointer,PT. Rizki Prima Sakti,Morowali,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6690,Asisten Guru,EduKidz Kids Learning Center,Malang,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6692,Staff Checker Toko,Kurnia Printing,Bekasi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6695,Staff Administrasi,Rufere Design,Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6697,Manager Engineering Maintenance,PT Motasa Indonesia,Mojokerto,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
6702,Administrasi Staff,PT. Subahtera Semesta Graphika,Jakarta Barat,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6703,Staff IT,PT. Kediri Matahari Corn Mills,Kediri,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6708,Bookkeeper/Accounts Assistant,Pay2Home Direct (Singapore) Pte Ltd,Batam,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
6712,Staff Administrasi,MOTOCALL,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6719,Staff Accounting,PT Tria Dinamika Corporindo,Bogor,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6720,Manajer Operasional Resto,PT Sari Rendang Nusantara,Jakarta Selatan,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
6721,Staff Keuangan,PT LOYAL JAYA ENERGI,Cimahi,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6723,Staff Accounting,PT LOYAL JAYA ENERGI,Bandung Kabupaten,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6729,Executive Assistant,PT IURIS INTERNATIONAL INDONESIA,Remote,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
6734,Staf PPIC,PT. LANCAR JAYA SETJAHTERA,Pasuruan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6735,Staff Sales Sourvenir,Peanut Souvenir,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6736,Asisten Guru,Kumon Boulevard Timur Kelapa Gading,Jakarta Utara,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6738,Supervisor HRD,PT PRIMA JAYA INDAH LESTARI,Bekasi,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6746,Pengawas Lapangan,Teknik Garis Mandiri,Bandung Kota,Staff / Officer,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
6747,Staff Admin Produksi,Venindo Imperial Perkasa,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6749,Junior Associate Lawyer,Confidential Company,Jakarta Selatan,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
6750,Staff Administrasi,CV LOCA RASA NUSANTARA,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6751,Accounting Staff,PT. Sumber Telaga Bukitmas,Surabaya,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6752,Finance Staff,PT Bintang Kasara Jatinusa,Surabaya,Supervisor / Coordinator,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6755,Marketing Manager,PT VANDO TEKNIK SOLUSI,Depok,Supervisor / Coordinator,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6758,Staf Admin,Snefftech,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6761,Asisten Guru Anak Berkebutuhan Khusus,Miracle School Jakarta Selatan,Jakarta Selatan,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6762,Staf Administrasi,PT DIAMOND MACHINERY INDONESIA,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6763,Staff Admin E-commerce,CV Gloria,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6765,Marketing Staff,PT Air Raya Indonesia,Jakarta Utara,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
6766,Sales Supervisor,PT. SOLO GREN FOODINDO,Sukoharjo,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
6768,Staff Accounting,Digital Raja Commerce,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6772,Site Manager,PT SAMWAN DWI JAYA,Karawang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6773,Housekeping Leader,House Of Om,Gianyar,Supervisor / Coordinator,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
6775,Staff Finance Tax,PT Palano Gatindo,Purwakarta,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6782,Site Operasional Manager,PT. Khresindo Teknik,Cikarang,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
6786,Staf Gudang,Lintas Express Nusantara,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6788,Staff Administrasi,Niira Clinic,Jakarta Timur,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6790,Asisten Apoteker,Apotik Penang Island,Medan,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
6791,Staff Admin,Apotik Penang Island,Medan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6802,Manager Keuangan,RS Provita Jayapura,Jayapura,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
6805,Staf Akunting,PT MANDIRI ALAM LESTARI,Depok,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6807,Staff Admin,Sutra Makmur Garment,Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
6809,Senior Associate,Budidjaja International Lawyers,Jakarta Pusat,Manager / Assistant Manager,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
6810,Staff Packing,Jakarta Pet Lover,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
